OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2136573,b'\x00\x01\xad\x10\x00\x00\xe4\xd7\x901\x97!]\xc0Xr9\xbe3\xea@@\xe4\xd7\x901\x97!]\xc0Xr9\xbe3\xea@@|\x01\x00\x00\x00\xe4\xd7\x901\x97!]\xc0Xr9\xbe3\xea@@\xfe',400425119,SFO-2009-CACDFRRU090157,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,RRU090157,,,,,,,,2009,9/8/2009,251,945.0,Human,Equipment and vehicle use,,,,,0.1,A,33.829709,-116.524865,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County
2283205,b'\x00\x01\xad\x10\x00\x00\x88J\xea\x044]]\xc0\xd8\xab\xc2\xe5? A@\x88J\xea\x044]]\xc0\xd8\xab\xc2\xe5? A@|\x01\x00\x00\x00\x88J\xea\x044]]\xc0\xd8\xab\xc2\xe5? A@\xfe',400628125,IRW-2020-CABDF-011321,INTERAGCY,IA-IRWIN,FS,USCABDF,San Bernardino National Forest,CABDF,San Bernardino National Forest,,011321,NB7E,KEENBROOK,,,,,,2020,7/28/2020,210,,Human,Missing data/not specified/undetermined,,7/29/2020,211.0,,0.1,A,34.25195492,-117.45631207,USFS,CA,San Bernardino,6071.0,San Bernardino County
1977902,b'\x00\x01\xad\x10\x00\x00\xc8%\x1b0\xc4\xdd]\xc0\x18V\xe6\x8ak`B@\xc8%\x1b0\xc4\xdd]\xc0\x18V\xe6\x8ak`B@|\x01\x00\x00\x00\xc8%\x1b0\xc4\xdd]\xc0\x18V\xe6\x8ak`B@\xfe',400103727,SFO-2016CACDFFKU003035,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,FKU003035,,BELMONT,,,,,,2016,3/4/2016,64,1827.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,1.0,B,36.753287,-119.465112,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County
1724253,b'\x00\x01\xad\x10\x00\x00\x14\x03Nc\x99\xf9]\xc0p\x19w\xbd\x93fC@\x14\x03Nc\x99\xf9]\xc0p\x19w\xbd\x93fC@|\x01\x00\x00\x00\x14\x03Nc\x99\xf9]\xc0p\x19w\xbd\x93fC@\xfe',300003609,FS-1522952,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt - Toiyabe National Forest,075,30442,EK1P,WILLOW,,,,,,2014,7/29/2014,210,1928.0,Natural,Natural,,7/31/2014,212.0,1800.0,0.1,A,38.80138889,-119.9,USFS,CA,Alpine,6003.0,Alpine County
1873350,b'\x00\x01\xad\x10\x00\x008\x91\xf0U|Z]\xc0\x10\xe0\x85\xfe\xa0\xdd@@8\x91\xf0U|Z]\xc0\x10\xe0\x85\xfe\xa0\xdd@@|\x01\x00\x00\x008\x91\xf0U|Z]\xc0\x10\xe0\x85\xfe\xa0\xdd@@\xfe',300319647,SFO-2011CACDFRRU060628,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,488464,060628,,HOSTETTLER,,,,,,2011,7/3/2011,184,1319.0,Human,Missing data/not specified/undetermined,,,,,0.01,A,33.73148052,-117.41385087,STATE OR PRIVATE,CA,RIVERSIDE,6065.0,Riverside County
1129319,b'\x00\x01\xad\x10\x00\x00\x1c\xbd\xe9\xafz\x1c]\xc0`\x90\x9f \xc0O@@\x1c\xbd\xe9\xafz\x1c]\xc0`\x90\x9f \xc0O@@|\x01\x00\x00\x00\x1c\xbd\xe9\xafz\x1c]\xc0`\x90\x9f \xc0O@@\xfe',1377897,CDF_1993_55_2223_896         ,NONFED,ST-CACDF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,896         ,,MILL                     ,,,,,,1993,9/29/1993,272,,Human,Equipment and vehicle use,,,,,0.1,A,32.62305555,-116.445,MISSING/NOT SPECIFIED,CA,,,
1129684,b'\x00\x01\xad\x10\x00\x00X\x80~+n7]\xc0\xf0\x99\xdd\xe1\xd6\x83@@X\x80~+n7]\xc0\xf0\x99\xdd\xe1\xd6\x83@@|\x01\x00\x00\x00X\x80~+n7]\xc0\xf0\x99\xdd\xe1\xd6\x83@@\xfe',1378296,CDF_1995_55_2223_10051       ,NONFED,ST-CACDF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,10051       ,,FUSE                     ,,,,,,1995,5/17/1995,137,,Human,Equipment and vehicle use,,,,,0.2,A,33.03,-116.86611111,MISSING/NOT SPECIFIED,CA,,,
1064680,b'\x00\x01\xad\x10\x00\x00\xc4\xb6+E\xe9\xbc]\xc0H\xf1/\x911\x19A@\xc4\xb6+E\xe9\xbc]\xc0H\xf1/\x911\x19A@|\x01\x00\x00\x00\xc4\xb6+E\xe9\xbc]\xc0H\xf1/\x911\x19A@\xfe',1278278,W-583286,FED,DOI-WFMI,NPS,USCASMP,Santa Monica Mountains National Recreation Area,CASMP,Santa Monica Mountains National Recreation Area,733,,,GRANDE,,,,,,2008,12/9/2008,344,1513.0,Human,Missing data/not specified/undetermined,,12/9/2008,344.0,2000.0,15.8,C,34.19683,-118.95175,PRIVATE,CA,,,
1463056,b'\x00\x01\xad\x10\x00\x00\x1c\x963\xff\xdb\xb2]\xc0\xf07\xb5a\x84\x02B@\x1c\x963\xff\xdb\xb2]\xc0\xf07\xb5a\x84\x02B@|\x01\x00\x00\x00\x1c\x963\xff\xdb\xb2]\xc0\xf07\xb5a\x84\x02B@\xfe',201103790,W-621250,FED,DOI-WFMI,BIA,USCATIA,Tule River Fire Department,CATIA,Tule River Tribe,1120,,PAF6,FIRE CRACKER,,,,,,2011,7/3/2011,184,2130.0,Human,Missing data/not specified/undetermined,,7/3/2011,184.0,2200.0,0.1,A,36.01967,-118.79469,BIA,CA,,,
119106,b'\x00\x01\xad\x10\x00\x00\xdc\xf0\x94kpU^\xc0\xc0\t9\xe7\xceJD@\xdc\xf0\x94kpU^\xc0\xc0\t9\xe7\xceJD@|\x01\x00\x00\x00\xdc\xf0\x94kpU^\xc0\xc0\t9\xe7\xceJD@\xfe',120316,FS-345356,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,85,,,WEST,,,,,,1999,8/23/1999,235,1200.0,Natural,Natural,,8/23/1999,235.0,1645.0,0.1,A,40.58444444,-121.335,USFS,CA,,,
47576,b'\x00\x01\xad\x10\x00\x00P\x15i\xce9]^\xc0x\xad\xd4\xebJ^D@P\x15i\xce9]^\xc0x\xad\xd4\xebJ^D@|\x01\x00\x00\x00P\x15i\xce9]^\xc0x\xad\xd4\xebJ^D@\xfe',47897,FS-266360,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,10,,,COYOTE,,,,,,1992,5/17/1992,138,1200.0,Natural,Natural,,5/17/1992,138.0,1800.0,0.5,B,40.73666667,-121.45666667,USFS,CA,,,
129778,b'\x00\x01\xad\x10\x00\x00\x98\xa9\xb0\x1c\xb8\xda]\xc0PF\xf4\x89\x81\xa6B@\x98\xa9\xb0\x1c\xb8\xda]\xc0PF\xf4\x89\x81\xa6B@|\x01\x00\x00\x00\x98\xa9\xb0\x1c\xb8\xda]\xc0PF\xf4\x89\x81\xa6B@\xfe',131083,FS-356399,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,38,,6863,GORDON,,,,,,2000,7/4/2000,186,1741.0,Human,Equipment and vehicle use,,7/6/2000,188.0,1700.0,0.2,A,37.30083333,-119.4175,USFS,CA,,,
2129054,b'\x00\x01\xad\x10\x00\x00l\xddr\x9a\xaa\x83]\xc0x6\x0c\xd5CJA@l\xddr\x9a\xaa\x83]\xc0x6\x0c\xd5CJA@|\x01\x00\x00\x00l\xddr\x9a\xaa\x83]\xc0x6\x0c\xd5CJA@\xfe',400414289,SFO-2007CACDFLAC012793,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,LAC012793,,,,,,,,2007,6/12/2007,163,1748.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.11,A,34.5802,-118.0573,MISSING/NOT SPECIFIED,CA,LOS ANGELES,6037.0,Los Angeles County
1639039,b'\x00\x01\xad\x10\x00\x00\x18\x06\xb2\xf2\x19E^\xc0 {N\xcb\xe6\xa5D@\x18\x06\xb2\xf2\x19E^\xc0 {N\xcb\xe6\xa5D@|\x01\x00\x00\x00\x18\x06\xb2\xf2\x19E^\xc0 {N\xcb\xe6\xa5D@\xfe',201764874,FS-1514193,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,015,276,EK10,MDF BV RATTLESNAKE,,,,,,2013,7/2/2013,183,1730.0,Natural,Natural,,7/5/2013,186.0,1421.0,0.25,A,41.29611111,-121.07972222,USFS,CA,049,6049.0,Modoc County
369165,"b""\x00\x01\xad\x10\x00\x00\xf0\xa6'\xce\xffG]\xc0\x10\xca\xb9\x89\xe4G@@\xf0\xa6'\xce\xffG]\xc0\x10\xca\xb9\x89\xe4G@@|\x01\x00\x00\x00\xf0\xa6'\xce\xffG]\xc0\x10\xca\xb9\x89\xe4G@@\xfe""",380988,FWS-2005CATNRB81A,FED,FWS-FMIS,FWS,USCATNR,San Diego National Wildlife Refuge,CATNR,San Diego National Wildlife Refuge,,,B81A,NORTH BEACH #2,,,,,,2005,7/31/2005,212,1330.0,Human,Recreation and ceremony,,7/31/2005,212.0,1330.0,0.1,A,32.56166667,-117.125,FWS,CA,,,
1078478,b'\x00\x01\xad\x10\x00\x00(\x15\xd6\x8b\x16\x04^\xc0\xf8\xe5\xb8\xff:\x84B@(\x15\xd6\x8b\x16\x04^\xc0\xf8\xe5\xb8\xff:\x84B@|\x01\x00\x00\x00(\x15\xd6\x8b\x16\x04^\xc0\xf8\xe5\xb8\xff:\x84B@\xfe',1315380,CDF_1992_56_2232_10175       ,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,10175       ,,PG&E #4                  ,,,,,,1992,5/8/1992,129,,Human,Equipment and vehicle use,,,,,0.1,A,37.03305555,-120.06388888,MISSING/NOT SPECIFIED,CA,,,
1724994,b'\x00\x01\xad\x10\x00\x00\x84\x86\xc3\xa7@_]\xc0\xd8\x0f\xe9\xd8\xbd)A@\x84\x86\xc3\xa7@_]\xc0\xd8\x0f\xe9\xd8\xbd)A@|\x01\x00\x00\x00\x84\x86\xc3\xa7@_]\xc0\xd8\x0f\xe9\xd8\xbd)A@\xfe',300004359,FS-1527601,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,098,11200,JB8X,LEXUS,,,,,,2014,8/13/2014,225,2331.0,Human,Equipment and vehicle use,,8/14/2014,226.0,238.0,0.1,A,34.32611111,-117.48833333,USFS,CA,San Bernardino,6071.0,San Bernardino County
1069928,b'\x00\x01\xad\x10\x00\x00x\xc8\xa6\xf2|\xea]\xc0@/{\xfd|ZB@x\xc8\xa6\xf2|\xea]\xc0@/{\xfd|ZB@|\x01\x00\x00\x00x\xc8\xa6\xf2|\xea]\xc0@/{\xfd|ZB@\xfe',1305719,SFO-2007CACDFFKU011319,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,011319      ,,E JENSEN AV /S TEMPERAN 2,,,,,,2007,10/18/2007,291,1449.0,Human,Missing data/not specified/undetermined,,,,,1.0,B,36.70694444,-119.66388888,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County
355255,b'\x00\x01\xad\x10\x00\x00\xc8\x99\xae\xa6\xf9\xae]\xc0\x80p[\x81\xffOB@\xc8\x99\xae\xa6\xf9\xae]\xc0\x80p[\x81\xffOB@|\x01\x00\x00\x00\xc8\x99\xae\xa6\xf9\xae]\xc0\x80p[\x81\xffOB@\xfe',365276,W-214331,FED,DOI-WFMI,NPS,USCAKNP,Sequoia & Kings Canyon National Parks,CAKNP,Sequoia & Kings Canyon National Park,23,,,SILLIMAN,,,,,,2003,7/18/2003,199,830.0,Human,Recreation and ceremony,,7/19/2003,200.0,1140.0,0.1,A,36.62499,-118.734,NPS,CA,,,
2218716,b'\x00\x01\xad\x10\x00\x00\xbc\xa5\xedv\xd5v^\xc0\x80\x9aP\xb1\xbf\x00C@\xbc\xa5\xedv\xd5v^\xc0\x80\x9aP\xb1\xbf\x00C@|\x01\x00\x00\x00\xbc\xa5\xedv\xd5v^\xc0\x80\x9aP\xb1\xbf\x00C@\xfe',400555115,SFO-2019CACDFSCU905969,NONFED,ST-NASF,ST/C&L,USCASCU,Santa Clara Unit,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,SCU905969,,,,,,,,2019,6/8/2019,159,1443.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.01,A,38.005855,-121.856792,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County
2121978,b'\x00\x01\xad\x10\x00\x004w\xb5[\xd9\xcd^\xc0\xa0\x00z\x1c\xb1\x96C@4w\xb5[\xd9\xcd^\xc0\xa0\x00z\x1c\xb1\x96C@|\x01\x00\x00\x004w\xb5[\xd9\xcd^\xc0\xa0\x00z\x1c\xb1\x96C@\xfe',400406834,SFO-2005CACDFMEU000665,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,MEU000665,,,,,,,,2005,8/19/2005,231,1128.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,1.0,B,39.177285,-123.216405,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County
49089,b'\x00\x01\xad\x10\x00\x00\x8c\x10s\xb6Q\xd0]\xc0\x98\x04\xa3]\x88\x98B@\x8c\x10s\xb6Q\xd0]\xc0\x98\x04\xa3]\x88\x98B@|\x01\x00\x00\x00\x8c\x10s\xb6Q\xd0]\xc0\x98\x04\xa3]\x88\x98B@\xfe',49433,FS-269258,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,75,,,BALSAM,,,,,,1992,7/6/1992,188,2313.0,Human,Arson/incendiarism,,7/7/1992,189.0,100.0,0.1,A,37.19166667,-119.255,USFS,CA,,,
1083275,b'\x00\x01\xad\x10\x00\x00H3nN\xebA^\xc0\xb8v\xe7e\xa1\nC@H3nN\xebA^\xc0\xb8v\xe7e\xa1\nC@|\x01\x00\x00\x00H3nN\xebA^\xc0\xb8v\xe7e\xa1\nC@\xfe',1320619,SFO-2003CACDFTCU005861,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005861      ,,RONYAK                   ,,,,,,2003,8/8/2003,220,1546.0,Human,Equipment and vehicle use,,8/8/2003,220.0,1630.0,3.0,B,38.08305555,-121.03,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County
94505,b'\x00\x01\xad\x10\x00\x00x\xdd%\xe8\x84\x1b^\xc0\xd0\xd1\xc8Y\xebQC@x\xdd%\xe8\x84\x1b^\xc0\xd0\xd1\xc8Y\xebQC@|\x01\x00\x00\x00x\xdd%\xe8\x84\x1b^\xc0\xd0\xd1\xc8Y\xebQC@\xfe',95553,FS-320406,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,67,,,CAPPS,,,,,,1996,9/7/1996,251,1403.0,Human,Equipment and vehicle use,,9/7/1996,251.0,1900.0,1.0,B,38.64,-120.43,USFS,CA,,,
1958564,b'\x00\x01\xad\x10\x00\x00\x94\n\xfcq3W]\xc0h\xda\xd1\x14\xce\xfc@@\x94\n\xfcq3W]\xc0h\xda\xd1\x14\xce\xfc@@|\x01\x00\x00\x00\x94\n\xfcq3W]\xc0h\xda\xd1\x14\xce\xfc@@\xfe',400083420,SFO-2016CACDFRRU001852,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,RRU001852,,,,,,,,2016,7/4/2016,186,2222.0,Human,Misuse of fire by a minor,Minor,,,,0.01,A,33.975044,-117.362527,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County
2018857,b'\x00\x01\xad\x10\x00\x00\xf0]n#\x8a.^\xc0\x80\x05?\xfd\xa9\xa9A@\xf0]n#\x8a.^\xc0\x80\x05?\xfd\xa9\xa9A@|\x01\x00\x00\x00\xf0]n#\x8a.^\xc0\x80\x05?\xfd\xa9\xa9A@\xfe',400148242,SFO-2017CACDFSLU008884,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,SLU008884,,CAMP SLO SLO_CO,,,,,,2017,8/4/2017,216,1207.0,Human,Missing data/not specified/undetermined,,8/4/2017,216.0,1251.0,0.1,A,35.325505,-120.727194,UNDEFINED FEDERAL,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County
2025620,b'\x00\x01\xad\x10\x00\x00\x9c\x08\xe7\xf5\xb5P]\xc0\xa8\x12\xe7\x13\x7f\xf4@@\x9c\x08\xe7\xf5\xb5P]\xc0\xa8\x12\xe7\x13\x7f\xf4@@|\x01\x00\x00\x00\x9c\x08\xe7\xf5\xb5P]\xc0\xa8\x12\xe7\x13\x7f\xf4@@\xfe',400155579,SFO-2017CACDFRRU026768,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,RRU026768,,FREDERICK ST / CACTUS AV,,,,,,2017,3/2/2017,61,1425.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/2/2017,61.0,1433.0,0.1,A,33.910133,-117.261118,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County
70147,b'\x00\x01\xad\x10\x00\x00\x80\xf0\\p\xaa\xea^\xc0\xa0g\n\x0fm\xc0D@\x80\xf0\\p\xaa\xea^\xc0\xa0g\n\x0fm\xc0D@|\x01\x00\x00\x00\x80\xf0\\p\xaa\xea^\xc0\xa0g\n\x0fm\xc0D@\xfe',70908,FS-295563,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,79,,,KEVIN,,,,,,1994,7/21/1994,202,600.0,Natural,Natural,,7/27/1994,208.0,1800.0,207.0,D,41.50333333,-123.66666667,USFS,CA,,,
1143933,b'\x00\x01\xad\x10\x00\x00\xc0\xfe*A\x98&^\xc0\xc8\xe9-\x83\x89\x97A@\xc0\xfe*A\x98&^\xc0\xc8\xe9-\x83\x89\x97A@|\x01\x00\x00\x00\xc0\xfe*A\x98&^\xc0\xc8\xe9-\x83\x89\x97A@\xfe',1395130,CDF_1998_55_2227_107         ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,107         ,,PIER AVE.                ,,,,,,1998,5/16/1998,136,,Human,Missing data/not specified/undetermined,,,,,0.3,B,35.18388888,-120.60305555,MISSING/NOT SPECIFIED,CA,,,
1853575,b'\x00\x01\xad\x10\x00\x00l_\x93w\x06\x97^\xc0\x98}\xcb\xc7\xee2C@l_\x93w\x06\x97^\xc0\x98}\xcb\xc7\xee2C@|\x01\x00\x00\x00l_\x93w\x06\x97^\xc0\x98}\xcb\xc7\xee2C@\xfe',300287924,SFO-2015CACDFLNU005378,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU005378,,,,,,,,2015,6/22/2015,173,1727.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,6/22/2015,173.0,1735.0,0.01,A,38.397917,-122.359783,MISSING/NOT SPECIFIED,CA,NAPA,6055.0,Napa County
1456010,b'\x00\x01\xad\x10\x00\x00\xb4\xf2\xeb\xb7Q\xa4]\xc0\xa8+\xf6\t3cA@\xb4\xf2\xeb\xb7Q\xa4]\xc0\xa8+\xf6\t3cA@|\x01\x00\x00\x00\xb4\xf2\xeb\xb7Q\xa4]\xc0\xa8+\xf6\t3cA@\xfe',20023396,FS-1494177,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,51,39,F4BM,RANGE,,,,,,2011,5/28/2011,148,1528.0,Human,Equipment and vehicle use,,5/28/2011,148.0,1700.0,229.0,D,34.775,-118.5675,MISSING/NOT SPECIFIED,CA,,,
1721711,b'\x00\x01\xad\x10\x00\x00\xc0\xf0\xa2\x93\xab\xd5^\xc0\xa8<\xb3\xc4\xcd\xe3D@\xc0\xf0\xa2\x93\xab\xd5^\xc0\xa8<\xb3\xc4\xcd\xe3D@|\x01\x00\x00\x00\xc0\xf0\xa2\x93\xab\xd5^\xc0\xa8<\xb3\xc4\xcd\xe3D@\xfe',300001010,FS-1527255,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,010,2,H6ND,CHINA,,,,,,2014,6/27/2014,178,1631.0,Human,Equipment and vehicle use,,6/27/2014,178.0,2000.0,2.0,B,41.77972222,-123.33861111,STATE OR PRIVATE,CA,Siskiyou,6093.0,Siskiyou County
1796458,b'\x00\x01\xad\x10\x00\x00\xb8\x1a\xdeN\xb0\t_\xc0\x90\x00@K\xe0\xdcD@\xb8\x1a\xdeN\xb0\t_\xc0\x90\x00@K\xe0\xdcD@|\x01\x00\x00\x00\xb8\x1a\xdeN\xb0\t_\xc0\x90\x00@K\xe0\xdcD@\xfe',300209708,W-679322,FED,DOI-WFMI,NPS,USCARWP,Redwood National and State Parks,CARWP,Redwood National Park,2,,JS0M,ENDERTS #2,,,,,,2015,6/16/2015,167,900.0,Human,Debris and open burning,,6/16/2015,167.0,915.0,0.1,A,41.7256,-124.1514,NPS,CA,,,
1791908,b'\x00\x01\xad\x10\x00\x00\xf8\xc6Y\xd6R\xaf^\xc0(\xb2$Mw\xa7C@\xf8\xc6Y\xd6R\xaf^\xc0(\xb2$Mw\xa7C@|\x01\x00\x00\x00\xf8\xc6Y\xd6R\xaf^\xc0(\xb2$Mw\xa7C@\xfe',300204430,FS-6340074,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,006,006,JQ6Q,DEAFY,,,,,,2015,5/27/2015,147,1930.0,Human,Recreation and ceremony,,5/27/2015,147.0,2250.0,0.7,B,39.30833333,-122.73944444,USFS,CA,011,6011.0,Colusa County
2048436,"b""\x00\x01\xad\x10\x00\x00\xa0?\xc4\x9e'\xb1]\xc0`^\x05m\xfcbA@\xa0?\xc4\x9e'\xb1]\xc0`^\x05m\xfcbA@|\x01\x00\x00\x00\xa0?\xc4\x9e'\xb1]\xc0`^\x05m\xfcbA@\xfe""",400302752,FS-6905821,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,088,055,EK1S,QUAIL,,,,,,2018,10/16/2018,289,1756.0,Human,Arson/incendiarism,,10/16/2018,289.0,1845.0,2.1,B,34.77333333,-118.76805556,STATE,CA,037,6037.0,Los Angeles County
1128443,b'\x00\x01\xad\x10\x00\x00\xb0\xdc\x83$4>]\xc0\xa0\xf7\x15\xc40\x9d@@\xb0\xdc\x83$4>]\xc0\xa0\xf7\x15\xc40\x9d@@|\x01\x00\x00\x00\xb0\xdc\x83$4>]\xc0\xa0\xf7\x15\xc40\x9d@@\xfe',1376640,SFO-2007CACDFMVU007697,NONFED,ST-CACDF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,007697      ,,E PARADISE CREEK LN / P 2,,,,,,2007,8/7/2007,219,211.0,Human,Debris and open burning,,,,,0.1,A,33.22805555,-116.97194444,MISSING/NOT SPECIFIED,CA,SAN DIEGO,6073.0,San Diego County
1076743,b'\x00\x01\xad\x10\x00\x00\xf8\xda^\xcb\xde\x14^\xc0\xf0\xc2\xec\xbe\x93\x8eB@\xf8\xda^\xcb\xde\x14^\xc0\xf0\xc2\xec\xbe\x93\x8eB@|\x01\x00\x00\x00\xf8\xda^\xcb\xde\x14^\xc0\xf0\xc2\xec\xbe\x93\x8eB@\xfe',1313383,SFO-2007CACDFMMU011907,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011907      ,,AVE 25  / RD 13 2        ,,,,,,2007,9/13/2007,256,921.0,Human,Missing data/not specified/undetermined,,,,,2.0,B,37.11388888,-120.32611111,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County
1139120,b'\x00\x01\xad\x10\x00\x00\x08y\x8d(\xb0U]\xc0\xe0M\xb7Y-\xf8@@\x08y\x8d(\xb0U]\xc0\xe0M\xb7Y-\xf8@@|\x01\x00\x00\x00\x08y\x8d(\xb0U]\xc0\xe0M\xb7Y-\xf8@@\xfe',1389687,CDF_1995_55_2225_16765       ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,16765       ,,LOCAL FIRE               ,,,,,,1995,11/13/1995,317,,Human,Arson/incendiarism,,,,,0.1,A,33.93888888,-117.33888888,MISSING/NOT SPECIFIED,CA,,,
316335,b'\x00\x01\xad\x10\x00\x000\x8f\xba\xa5\x0eS]\xc0\xc0\x06\xe7:\xea\xd4@@0\x8f\xba\xa5\x0eS]\xc0\xc0\x06\xe7:\xea\xd4@@|\x01\x00\x00\x000\x8f\xba\xa5\x0eS]\xc0\xc0\x06\xe7:\xea\xd4@@\xfe',322930,W-569827,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,D44Z,LOCAL VEG FIRE,,,,,,2006,5/25/2006,145,1558.0,Human,Smoking,,5/25/2006,145.0,1601.0,0.1,A,33.663403,-117.297781,PRIVATE,CA,Riverside,6065.0,Riverside County
